"","X","Chromosome","Start","End","Strand","Strand.1","AddressA","AddressB","Design","Color","Context","Random","HumanMethylation27","Mismatches.A","Mismatches.B","CGI.Relation","CpG","GC","SNPs.3","SNPs.5","SNPs.Full","Cross.reactive","ID"
"66809","cg27616109","chr17",34093677,34093678,"+","+",42760319,25768420,"I","Grn","CG",FALSE,FALSE,0,0,"Island",7,65,0,1,1,0,"cg27616109"
"66810","cg01134296","chr17",34122866,34122867,"+","+",50643369,50643369,"II","Both","CG",FALSE,FALSE,1,0,"South Shore",3,57,1,1,1,0,"cg01134296"
"66811","cg16069157","chr17",34132148,34132149,"+","+",38665338,38665338,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,61,1,1,1,0,"cg16069157"
"66822","cg03409272","chr17",34330056,34330057,"+","+",73759390,73759390,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,46,1,1,1,0,"cg03409272"
"66823","cg14004602","chr17",34330410,34330411,"+","+",33750371,33750371,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,54,1,1,1,0,"cg14004602"
"66826","cg09436737","chr17",34390628,34390629,"-","-",71770425,71770425,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,37,1,1,1,0,"cg09436737"
"66827","cg22518733","chr17",34417575,34417576,"+","+",41688487,41688487,"II","Both","CG",FALSE,TRUE,0,0,"Open Sea",2,52,1,1,1,0,"cg22518733"
"66830","cg17191872","chr17",34432841,34432842,"-","-",59779301,59779301,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,34,1,1,1,0,"cg17191872"
"66837","cg07493044","chr17",34817706,34817707,"-","-",39621398,32729495,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",4,67,1,1,1,0,"cg07493044"
"66844","cg18521772","chr17",34949117,34949118,"-","-",20614336,20614336,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,51,0,1,2,0,"cg18521772"
"66857","cg10612259","chr17",35285205,35285206,"-","-",46750365,46750365,"II","Both","CG",FALSE,FALSE,1,0,"Open Sea",8,60,1,1,1,0,"cg10612259"
"66864","cg20938699","chr17",35296966,35296967,"+","+",43738442,73710421,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,68,1,1,1,0,"cg20938699"
"66866","cg05519187","chr17",35303387,35303388,"+","+",46739487,38743378,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,60,1,1,1,0,"cg05519187"
"66869","cg06385152","chr17",35306059,35306060,"-","-",63731330,63731330,"II","Both","CG",FALSE,FALSE,0,0,"Island",11,57,0,1,1,0,"cg06385152"
"66905","cg06082641","chr17",36586852,36586853,"+","+",74642431,74642431,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,44,1,1,1,0,"cg06082641"
"66914","cg24876773","chr17",36625919,36625920,"-","-",56796506,46762469,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,71,1,1,1,0,"cg24876773"
"66916","cg22759173","chr17",36632523,36632524,"-","-",23781508,17636402,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",4,57,1,1,1,3,"cg22759173"
"66928","cg16564529","chr17",36760878,36760879,"-","-",48634417,39749404,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",10,77,1,1,1,0,"cg16564529"
"66931","cg08334962","chr17",36831188,36831189,"+","+",74691484,29741463,"I","Red","CG",FALSE,FALSE,0,0,"Island",10,68,1,1,1,0,"cg08334962"
"66941","cg24534731","chr17",36888147,36888148,"-","-",60679500,60679500,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,52,1,1,1,64,"cg24534731"
"66951","cg18955704","chr17",36909029,36909030,"+","+",70782396,30654502,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,55,1,1,2,0,"cg18955704"
"66954","cg02877478","chr17",36981702,36981703,"-","-",72605481,24778336,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,57,1,1,1,0,"cg02877478"
"66974","cg11090211","chr17",37318180,37318181,"-","-",72695457,72695457,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,43,1,1,1,0,"cg11090211"
"66977","cg13190608","chr17",37322730,37322731,"+","+",32801466,32801466,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,58,1,1,2,0,"cg13190608"
"66978","cg02624690","chr17",37323484,37323485,"-","-",57749422,57749422,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,53,1,1,1,0,"cg02624690"
"66982","cg15602969","chr17",37356328,37356329,"-","-",56785477,56785477,"II","Both","CG",FALSE,TRUE,0,0,"North Shore",5,52,0,1,1,0,"cg15602969"
"66998","cg18016730","chr17",37763782,37763783,"+","+",26715309,26715309,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,68,1,1,1,0,"cg18016730"
"67002","cg21338031","chr17",37793654,37793655,"+","+",44670489,29804449,"I","Grn","CG",FALSE,FALSE,0,0,"Island",10,70,0,1,1,0,"cg21338031"
"67018","cg00716716","chr17",38021651,38021652,"+","+",11603433,11603433,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,32,1,1,1,0,"cg00716716"
"67022","cg13476672","chr17",38083406,38083407,"+","+",74638385,46672305,"I","Red","CG",FALSE,FALSE,0,0,"Island",9,72,0,1,1,0,"cg13476672"
"67044","cg01979298","chr17",38589733,38589734,"-","-",36778505,36778505,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,55,1,1,1,0,"cg01979298"
"67050","cg11641791","chr17",38821429,38821430,"-","-",17650498,15755314,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",8,55,1,1,1,0,"cg11641791"
"67061","cg15027664","chr17",39123242,39123243,"-","-",49651326,49651326,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,42,1,1,1,0,"cg15027664"
"67063","cg01455550","chr17",39143980,39143981,"+","+",49718459,49718459,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,47,0,1,1,0,"cg01455550"
"67072","cg08345142","chr17",39198761,39198762,"+","+",22747322,22747322,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,36,1,1,2,0,"cg08345142"
"67075","cg04041827","chr17",39212513,39212514,"+","+",71766338,71766338,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,34,1,1,3,0,"cg04041827"
"67081","cg23827950","chr17",39240789,39240790,"+","+",64759481,60656358,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",4,71,2,2,6,0,"cg23827950"
"67083","cg21377396","chr17",39254879,39254880,"-","-",69731328,69731328,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,50,1,1,1,1,"cg21377396"
"67086","cg04755999","chr17",39274491,39274492,"-","-",56810347,56810347,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,67,1,1,1,7,"cg04755999"
"67096","cg00234095","chr17",39440474,39440475,"+","+",27621323,27621323,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,41,1,1,1,0,"cg00234095"
"67104","cg10042755","chr17",39521250,39521251,"-","-",48639417,48639417,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,54,0,1,1,2,"cg10042755"
"67112","cg25929399","chr17",39597601,39597602,"-","-",14621300,14621300,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,50,1,1,1,0,"cg25929399"
"67121","cg19051042","chr17",39680319,39680320,"-","-",42779357,42779357,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,60,1,1,1,0,"cg19051042"
"67127","cg15748407","chr17",39739524,39739525,"+","+",70604424,43672474,"I","Grn","CG",FALSE,FALSE,0,0,"Open Sea",8,65,1,1,2,8,"cg15748407"
"67128","cg05376477","chr17",39739541,39739542,"+","+",27784388,27784388,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",7,64,1,1,1,10,"cg05376477"
"67132","cg05945290","chr17",39792147,39792148,"+","+",24731308,24731308,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,54,1,1,1,0,"cg05945290"
"67133","cg00703403","chr17",39810972,39810973,"+","+",52710392,20778340,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",2,54,1,1,1,0,"cg00703403"
"67140","cg08928038","chr17",39868610,39868611,"+","+",33732427,33732427,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,63,1,1,1,0,"cg08928038"
"67141","cg00689014","chr17",39869138,39869139,"-","-",30651431,30651431,"II","Both","CG",FALSE,TRUE,0,0,"Open Sea",2,44,0,1,1,0,"cg00689014"
"67175","cg15406319","chr17",40169518,40169519,"-","-",48798390,15669366,"I","Grn","CG",FALSE,FALSE,0,1,"Island",11,68,1,1,1,0,"cg15406319"
"67187","cg26583088","chr17",40322250,40322251,"-","-",74617366,11750342,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",8,63,1,1,1,0,"cg26583088"
"67188","cg02794984","chr17",40332140,40332141,"+","+",64767465,20726472,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",7,67,1,1,2,0,"cg02794984"
"67191","cg22458926","chr17",40333401,40333402,"+","+",29602303,29602303,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,65,0,1,1,0,"cg22458926"
"67227","cg04061372","chr17",40805777,40805778,"-","-",42790393,42790393,"II","Both","CG",FALSE,FALSE,0,0,"Island",3,45,1,1,1,0,"cg04061372"
"67231","cg24417155","chr17",40808068,40808069,"+","+",72680508,72680508,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,55,1,1,1,0,"cg24417155"
"67233","cg02619116","chr17",40819808,40819809,"+","+",68677459,68677459,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,61,1,1,1,0,"cg02619116"
"67236","cg26716902","chr17",40835920,40835921,"+","+",47627353,66605321,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,62,1,1,1,0,"cg26716902"
"67242","cg03953714","chr17",40915656,40915657,"-","-",14743315,14743315,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,56,1,1,1,0,"cg03953714"
"67243","cg05878104","chr17",40932452,40932453,"-","-",69749339,69749339,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,69,1,1,1,0,"cg05878104"
"67269","cg14399552","chr17",41382237,41382238,"-","-",25672490,25672490,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,46,1,1,1,0,"cg14399552"
"67272","cg02446017","chr17",41392812,41392813,"+","+",31721379,31721379,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,64,1,1,1,0,"cg02446017"
"67301","cg12812662","chr17",41857603,41857604,"-","-",26781379,26781379,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,51,1,1,1,0,"cg12812662"
"67307","cg18616091","chr17",41985408,41985409,"+","+",18625319,18625319,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,47,1,1,1,0,"cg18616091"
"67308","cg12496455","chr17",41994096,41994097,"-","-",12665347,12665347,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,40,1,1,1,0,"cg12496455"
"67309","cg18464244","chr17",41994119,41994120,"-","-",71759463,71759463,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,46,1,1,2,4,"cg18464244"
"67340","cg20189563","chr17",42399223,42399224,"-","-",26628421,26628421,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,64,1,1,2,0,"cg20189563"
"67348","cg22435982","chr17",42441259,42441260,"+","+",64757365,16735427,"I","Grn","CG",FALSE,FALSE,0,0,"Island",16,81,0,1,1,0,"cg22435982"
"67353","cg12892303","chr17",42733592,42733593,"-","-",67667484,56613480,"I","Red","CG",FALSE,FALSE,0,0,"Island",7,60,0,1,1,0,"cg12892303"
"67368","cg12143494","chr17",42977377,42977378,"+","+",27746398,27746398,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,55,1,1,1,0,"cg12143494"
"67370","cg19026811","chr17",42980188,42980189,"+","+",72688464,72688464,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,58,1,1,1,0,"cg19026811"
"67388","cg23678114","chr17",43212777,43212778,"-","-",66694431,66694431,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",7,60,1,1,1,0,"cg23678114"
"67391","cg19563671","chr17",43224158,43224159,"+","+",61657457,61657457,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",2,46,2,2,2,0,"cg19563671"
"67394","cg25395812","chr17",43306344,43306345,"+","+",69796360,25735352,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",2,57,1,1,1,0,"cg25395812"
"67407","cg13133387","chr17",43417272,43417273,"-","-",46622418,46622418,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,53,1,1,1,0,"cg13133387"
"67408","cg12548348","chr17",43484496,43484497,"-","-",13657463,13657463,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,58,1,1,1,0,"cg12548348"
"67411","cg27060340","chr17",43502999,43503000,"-","-",23600484,33657499,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",6,67,1,1,1,0,"cg27060340"
"67412","cg26471390","chr17",43511301,43511302,"-","-",19618491,32607478,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",5,47,1,1,1,9,"cg26471390"
"67416","cg27229366","chr17",43574018,43574019,"-","-",43797507,43797507,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,57,0,1,1,2,"cg27229366"
"67419","cg27348014","chr17",43656297,43656298,"+","+",29622411,29622411,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,51,1,1,1,0,"cg27348014"
"67423","cg17117718","chr17",43663208,43663209,"+","+",69604428,69604428,"II","Both","CG",FALSE,FALSE,0,0,"Island",3,49,0,1,2,0,"cg17117718"
"67431","cg23762722","chr17",43817897,43817898,"+","+",50632399,50632399,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,53,1,1,1,0,"cg23762722"
"67445","cg18878992","chr17",43974344,43974345,"-","-",72634336,47631394,"I","Grn","CG",FALSE,FALSE,0,0,"Island",6,60,1,1,1,0,"cg18878992"
"67452","cg02228913","chr17",44058016,44058017,"-","-",42607324,42607324,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,32,1,1,2,0,"cg02228913"
"67453","cg21705961","chr17",44060775,44060776,"-","-",52695446,52695446,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,68,1,1,1,0,"cg21705961"
"67458","cg07017164","chr17",44087629,44087630,"-","-",14720405,28709506,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",6,58,1,1,1,0,"cg07017164"
"67461","cg13704117","chr17",44207360,44207361,"-","-",37711363,37711363,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,49,1,1,1,1,"cg13704117"
"67469","cg18391203","chr17",44317291,44317292,"-","-",53623336,53623336,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,37,1,1,1,1,"cg18391203"
"67476","cg04036827","chr17",44340021,44340022,"-","-",42801336,42801336,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",1,43,1,1,1,0,"cg04036827"
"67479","cg17558296","chr17",44344541,44344542,"+","+",44708329,42634509,"I","Red","CG",FALSE,FALSE,0,0,"Island",16,71,1,1,1,0,"cg17558296"
"67487","cg25503799","chr17",44931777,44931778,"+","+",68624361,68624361,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,45,1,1,1,0,"cg25503799"
"67489","cg06096245","chr17",45018418,45018419,"+","+",20800411,20800411,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,52,1,1,3,0,"cg06096245"
"67490","cg13665025","chr17",45056837,45056838,"+","+",17691488,17691488,"II","Both","CG",FALSE,FALSE,0,0,"Island",6,61,0,1,2,0,"cg13665025"
"67491","cg07142555","chr17",45056929,45056930,"-","-",64600485,64600485,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",4,46,1,1,1,0,"cg07142555"
"67493","cg26909813","chr17",45057218,45057219,"-","-",66771310,66771310,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,31,1,1,1,0,"cg26909813"
"67500","cg06577593","chr17",45331082,45331083,"-","-",50633309,57627358,"I","Red","CG",FALSE,FALSE,0,0,"Island",11,70,1,1,1,0,"cg06577593"
"67501","cg22643313","chr17",45400944,45400945,"-","-",54809371,40656471,"I","Grn","CG",FALSE,FALSE,0,0,"Island",8,60,0,1,1,0,"cg22643313"
"67505","cg09770583","chr17",45566670,45566671,"-","-",64717465,64717465,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",5,52,1,1,1,1,"cg09770583"
"67506","cg07015792","chr17",45569959,45569960,"-","-",19728343,16764315,"I","Red","CG",FALSE,FALSE,0,0,"Island",12,69,0,1,1,1,"cg07015792"
"67507","cg20586091","chr17",45570133,45570134,"+","+",39631403,39631403,"II","Both","CG",FALSE,FALSE,0,0,"Island",8,57,0,1,1,1,"cg20586091"
"67513","cg26639401","chr17",45773857,45773858,"+","+",41772409,41772409,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,54,1,1,1,0,"cg26639401"
"67522","cg06302877","chr17",45930106,45930107,"-","-",28703488,28703488,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",6,49,1,1,1,0,"cg06302877"
"67526","cg16575821","chr17",45974285,45974286,"-","-",21687346,57711349,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",3,52,1,1,2,0,"cg16575821"
"67527","cg16892553","chr17",46035108,46035109,"+","+",46658355,30779418,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",2,59,0,1,1,0,"cg16892553"
"67531","cg22589778","chr17",46059110,46059111,"-","-",49671428,49671428,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,40,1,1,2,1,"cg22589778"
"67536","cg05850656","chr17",46114620,46114621,"-","-",38600467,45734328,"I","Red","CG",FALSE,FALSE,0,0,"Island",7,68,1,1,1,0,"cg05850656"
"67550","cg07077858","chr17",46620300,46620301,"+","+",25616426,40720483,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",3,36,1,1,1,0,"cg07077858"
"67572","cg14237746","chr17",46692592,46692593,"-","-",23613342,25769314,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",9,61,1,1,2,0,"cg14237746"
"67579","cg00200667","chr17",46753282,46753283,"+","+",39802446,39802446,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,42,1,1,1,0,"cg00200667"
"67584","cg14326989","chr17",46799479,46799480,"-","-",11740365,24768482,"I","Red","CG",FALSE,FALSE,0,0,"North Shore",8,63,1,1,2,0,"cg14326989"
"67589","cg02954056","chr17",46827591,46827592,"-","-",34693354,34693354,"II","Both","CG",FALSE,FALSE,0,0,"Island",7,57,1,1,1,0,"cg02954056"
"67594","cg21035183","chr17",46872415,46872416,"-","-",47617403,47617403,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",4,53,1,1,1,0,"cg21035183"
"67598","cg15022609","chr17",46908359,46908360,"-","-",55620414,19793382,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,73,0,1,1,0,"cg15022609"
"67613","cg24876164","chr17",47113457,47113458,"-","-",31745311,31745311,"II","Both","CG",FALSE,FALSE,1,0,"Island",7,61,1,1,1,0,"cg24876164"
"67617","cg02031303","chr17",47305050,47305051,"+","+",45807486,63810372,"I","Red","CG",FALSE,FALSE,0,0,"North Shelf",2,59,1,1,1,0,"cg02031303"
"67619","cg24338941","chr17",47334802,47334803,"+","+",67629312,67629312,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,49,1,1,1,0,"cg24338941"
"67629","cg18446159","chr17",47574285,47574286,"-","-",16637460,16637460,"II","Both","CG",FALSE,FALSE,0,0,"Island",4,58,0,1,1,0,"cg18446159"
"67636","cg18062588","chr17",47864577,47864578,"+","+",65797483,65797483,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,40,1,1,1,0,"cg18062588"
"67640","cg22759624","chr17",47966849,47966850,"-","-",56632510,56632510,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",7,61,1,1,1,0,"cg22759624"
"67642","cg12167452","chr17",47969440,47969441,"-","-",69810344,69810344,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",1,37,1,2,2,0,"cg12167452"
"67649","cg13213536","chr17",48136824,48136825,"-","-",20774335,20774335,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,59,1,1,1,0,"cg13213536"
"67656","cg16035921","chr17",48187466,48187467,"+","+",33616466,72704469,"I","Red","CG",FALSE,FALSE,0,0,"South Shelf",9,68,0,1,1,0,"cg16035921"
"67671","cg13900719","chr17",48382610,48382611,"+","+",35613301,35613301,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,53,0,1,1,0,"cg13900719"
"67694","cg18681375","chr17",48637666,48637667,"+","+",51686435,39709403,"I","Red","CG",FALSE,FALSE,0,0,"Island",6,67,1,1,1,0,"cg18681375"
"67701","cg20004659","chr17",48738490,48738491,"+","+",34759315,34759315,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,62,1,1,1,0,"cg20004659"
"67708","cg17203352","chr17",48912487,48912488,"-","-",32791318,32791318,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",6,63,1,1,1,0,"cg17203352"
"67719","cg02288522","chr17",49338257,49338258,"-","-",13664504,37607493,"I","Grn","CG",FALSE,FALSE,0,0,"Island",17,72,1,1,1,1,"cg02288522"
"67725","cg10095608","chr17",49462837,49462838,"+","+",31706416,32723485,"I","Red","CG",FALSE,FALSE,0,0,"Open Sea",7,63,1,1,2,0,"cg10095608"
"67736","cg05358814","chr17",53046663,53046664,"+","+",51608499,51608499,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",3,50,0,1,2,0,"cg05358814"
"67739","cg11449471","chr17",53519921,53519922,"+","+",11631494,11631494,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,47,1,1,1,0,"cg11449471"
"67745","cg16145187","chr17",53684393,53684394,"-","-",55618305,55618305,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,42,1,1,1,0,"cg16145187"
"67749","cg00019880","chr17",53832578,53832579,"+","+",39689470,52790479,"I","Red","CG",FALSE,FALSE,0,0,"South Shelf",5,50,1,1,1,0,"cg00019880"
"67754","cg26935330","chr17",54678114,54678115,"-","-",59741419,59741419,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",2,43,0,1,1,0,"cg26935330"
"67769","cg18465689","chr17",55055344,55055345,"-","-",44608373,68628322,"I","Red","CG",FALSE,FALSE,0,0,"Island",8,74,1,1,1,0,"cg18465689"
"67770","cg18444231","chr17",55058723,55058724,"-","-",56792320,56792320,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",3,56,1,1,2,0,"cg18444231"
"67773","cg06483820","chr17",55167149,55167150,"+","+",27760375,27760375,"II","Both","CG",FALSE,FALSE,0,0,"South Shelf",1,48,1,1,1,0,"cg06483820"
"67789","cg20433952","chr17",55607898,55607899,"+","+",27784344,27784344,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,49,1,1,2,0,"cg20433952"
"67808","cg25279294","chr17",56232260,56232261,"+","+",33616381,33616381,"II","Both","CG",FALSE,FALSE,0,0,"North Shelf",2,45,1,1,1,0,"cg25279294"
"67821","cg22956635","chr17",56566398,56566399,"+","+",25629423,41654421,"I","Red","CG",FALSE,FALSE,0,0,"South Shore",2,34,1,1,1,0,"cg22956635"
"67824","cg17283347","chr17",56736571,56736572,"-","-",33807379,33807379,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",4,48,1,1,2,0,"cg17283347"
"67832","cg03977157","chr17",57184624,57184625,"+","+",68742321,68742321,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",5,55,1,1,1,0,"cg03977157"
"67856","cg07252575","chr17",58096403,58096404,"-","-",17742334,17742334,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",2,54,1,1,1,0,"cg07252575"
"67865","cg10491080","chr17",58198766,58198767,"+","+",46804503,46804503,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",2,61,1,1,1,0,"cg10491080"
"67868","cg04127232","chr17",58226085,58226086,"+","+",42632420,42632420,"II","Both","CG",FALSE,FALSE,0,0,"North Shore",1,56,0,1,1,0,"cg04127232"
"67874","cg09404312","chr17",58603806,58603807,"+","+",26712400,26712400,"II","Both","CG",FALSE,FALSE,0,0,"South Shore",6,54,1,2,2,0,"cg09404312"
"67881","cg26627687","chr17",58823592,58823593,"-","-",24618438,24618438,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,39,1,1,1,0,"cg26627687"
"67886","cg02104851","chr17",59337073,59337074,"-","-",26764343,26764343,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",1,52,1,1,1,0,"cg02104851"
"67887","cg15891310","chr17",59386564,59386565,"+","+",52778337,52778337,"II","Both","CG",FALSE,FALSE,0,0,"Open Sea",3,39,1,1,2,0,"cg15891310"
"67893","cg26983835","chr17",59481280,59481281,"-","-",37670408,37670408,"II","Both","CG",FALSE,FALSE,1,0,"Island",5,56,0,1,1,0,"cg26983835"
"67896","cg04406071","chr17",59489784,59489785,"+","+",15770485,47617502,"I","Red","CG",FALSE,FALSE,0,0,"Island",10,70,0,1,2,0,"cg04406071"
